train_loss,val_loss
1.9259674128364115,1.1273874998092652
0.9193087325376623,0.7409189701080322
0.6555643046603483,0.5981926083564758
0.5518289068165947,0.5256512999534607
0.482232004404068,0.4803150355815887
0.45063243368092704,0.44791078567504883
0.41758665968390074,0.4201303243637085
0.3968566638581893,0.40364062786102295
0.3874671494259554,0.38111069798469543
0.36676901929518757,0.3788302779197693
0.35657262802124023,0.37559802532196046
0.35140907063203697,0.37209964394569395
0.34863703566439014,0.3631702661514282
0.3415573064018698,0.35958570837974546
0.3356231871773215,0.3579447567462921
0.32658248964477987,0.3499985456466675
0.32878730226965514,0.3505199193954468
0.3260764637414147,0.34900541305541993
0.32328690676128163,0.34742477536201477
0.32065563692766075,0.3437973618507385
0.31416448950767517,0.34136919379234315
0.31546106583931866,0.3371333420276642
0.3062116819269517,0.3364087283611298
0.30371132493019104,0.3347323775291443
0.3095906359307906,0.33004082441329957
0.30418267495491924,0.32974594831466675
0.3001617333468269,0.3267919600009918
0.29901163192356334,0.32942370176315305
0.2947593857260311,0.32335440516471864
0.28905419742359834,0.32235620021820066
