train_loss,val_loss
2.69411197830649,1.5537636041641236
1.2410425789215986,0.9867093801498413
0.8923285743769478,0.759339439868927
0.6878368013045367,0.6319056630134583
0.5975306209395913,0.5549582839012146
0.5281772175255943,0.5107963979244232
0.49107496177448945,0.4716232180595398
0.45969312155947967,0.4474551141262054
0.4353381132378298,0.4236880481243134
0.41488025293630715,0.4126905262470245
0.3977555562468136,0.4011483073234558
0.39143967277863445,0.3874122083187103
0.37621114709798026,0.38365183472633363
0.37562934090109434,0.37702265977859495
0.35702333380194273,0.3722683846950531
0.35709848474053774,0.362888103723526
0.34636688583037434,0.35630730986595155
0.343821174958173,0.36064896583557127
0.3385414323386024,0.35408474802970885
0.3407947911935694,0.34788360595703127
0.33022347618551817,0.34596152901649474
0.3309580981731415,0.3438896119594574
0.32500387114637036,0.345598441362381
0.32516289283247557,0.34474443793296816
0.3237286858698901,0.34110642671585084
0.31499526605886574,0.34332605004310607
0.31820527770939994,0.3388323485851288
0.31228261835434856,0.3376855254173279
0.3104485448668985,0.3372999370098114
0.3048778176307678,0.33612921833992004
