train_loss,val_loss
2.3314195731106926,1.264301562309265
0.9797560502501095,0.8197937130928039
0.6942746113328373,0.6483605146408081
0.5691284011392033,0.567410147190094
0.4982452690601349,0.5138310492038727
0.4631275639814489,0.47945836186408997
0.4366434987853555,0.4503800570964813
0.4016568502959083,0.42676628828048707
0.39295550304300647,0.4137486457824707
0.3715251316042507,0.40351452827453616
0.367504324983148,0.39501277804374696
0.3564438346554251,0.3849129736423492
0.3447478010373957,0.3815139412879944
0.34288520146818724,0.3769157350063324
0.3331107532276827,0.3708499789237976
0.3288840669042924,0.3617555260658264
0.32343751893324013,0.36443005204200746
0.32420331590315876,0.35819525122642515
0.32061736198032603,0.35787518620491027
0.3139015769257265,0.36018474102020265
0.31388939128202553,0.35324245095252993
0.3081327992327073,0.35364323258399966
0.3098902702331543,0.3478383421897888
0.29789624144049254,0.3476236879825592
0.29921028894536633,0.34686697125434873
0.29177703927544985,0.34876285791397094
