train_loss,val_loss
1.8059819235521204,1.1806053876876832
0.9730632690822377,0.7950749397277832
0.7214770211892969,0.6483912587165832
0.6027658090871924,0.5809110760688782
0.5464384485693539,0.5325633227825165
0.5042666845461902,0.4909383594989777
0.4792923787060906,0.46196072101593016
0.4579416881589329,0.4385394036769867
0.4310009339276482,0.42296703457832335
0.4211542062899646,0.4033239960670471
0.4004257356419283,0.39464842081069945
0.39257341097382936,0.3852704524993896
0.38320789091727314,0.37484273314476013
0.37465715583632975,0.370915424823761
0.3668388934696422,0.3583975374698639
0.3631027375950533,0.356872683763504
0.35877127857769237,0.34672107696533205
0.3513207172646242,0.34313605427742006
0.3401363456950468,0.3368393301963806
0.3387541122296277,0.3362666487693787
0.33098838259192076,0.331265527009964
0.3391267920241636,0.3317184686660767
0.3332800409373115,0.32857258915901183
0.3254237998934353,0.3284317970275879
0.32756900787353516,0.32481287121772767
0.323800207937465,0.3211053967475891
0.32643456844722524,0.31906861662864683
0.3106258476481718,0.3187272012233734
0.321248661069309,0.3153322160243988
0.3185573009883656,0.3145235240459442
