train_loss,val_loss
3.2562816002789665,1.3731730461120606
1.089274574728573,0.8812321543693542
0.7590974990059348,0.6866455435752868
0.61917162993375,0.5815555572509765
0.5425083812545327,0.523507171869278
0.49590304318596334,0.4880428910255432
0.4720460106344784,0.4684017300605774
0.44802112965022817,0.44335132241249087
0.4270792235346401,0.4317889928817749
0.41239044070243835,0.41494921445846555
0.39067910699283376,0.4019516110420227
0.39784712300581093,0.3916990220546722
0.3760579333585851,0.38175944685935975
0.3716620434732998,0.3769511878490448
0.3584608944023357,0.36656869649887086
0.35403702539556164,0.36582252383232117
0.3516687943654902,0.359521484375
0.3436747280990376,0.35428703427314756
0.3418980433660395,0.35364720821380613
0.33814328032381397,0.3506979525089264
0.33624596630825715,0.3495118737220764
0.330139242550906,0.34565316438674926
0.3263547367909375,0.34688071012496946
0.325704846312018,0.34229575991630556
0.32172783858635845,0.3381609320640564
0.3184019221979029,0.3436562895774841
0.31479276804363027,0.3356462180614471
0.3173503753016977,0.3344273030757904
0.3131699702318977,0.3358300566673279
0.3097831939949709,0.3306470036506653
